key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
427,Q,Rootcaller,"Ivern conjures a vine, dealing damage and rooting enemy targets hit. Ivern's allies can dash to the rooted target.",Ivern conjures a vine dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> and <status>Rooting</status> the first enemy hit for {{ e1 }} seconds. Allies that Attack a <status>Rooted</status> enemy dash into attack range.,5,14_13_12_11_10,60_60_60_60_60,-1,1075
427,W,Brushmaker,"In brush, Ivern's attacks deal bonus magic damage. Ivern can activate this ability to create a patch of brush.",<spellPassive>Passive:</spellPassive> While in brush and for 3 seconds after leaving it Ivern's Attacks deal an additional <magicDamage>{{ totaldamage }} magic damage</magicDamage>.<br /><br /><spellActive>Active:</spellActive> Ivern grows a patch of Brush for {{ e1 }} seconds and reveals it for 3 seconds.,5,0.5_0.5_0.5_0.5_0.5,30_30_30_30_30,3,1150
427,E,Triggerseed,Ivern places a shield on an ally which explodes after a short duration slowing and damaging enemies.,"Ivern grants <shield>{{ totalshield }} Shield</shield> to an ally champion. After 2 seconds, it bursts, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> and <status>Slowing</status> enemies by {{ e3 }}% for {{ e4 }} seconds.",5,11_10_9_8_7,70_70_70_70_70,-1,750
427,R,Daisy!,Ivern summons his Sentinel friend Daisy to fight with him. Daisy will send out a shockwave if she attacks the same champion three times in a row.,"Ivern summons his sentinel friend Daisy for {{ f6 }} seconds. If Daisy Attacks the same champion three consecutive times she creates a shockwave, dealing <magicDamage>{{ totaldaisyad }} magic damage</magicDamage> and <status>Knocking Up</status> enemies for 1 second (3s Cooldown).<br /><br />Daisy has:<br /><healing>{{ totaldaisyhp }} Health</healing><br /><scaleArmor>{{ totalbonusresists }} Armor</scaleArmor><br /><scaleMR>{{ totalbonusresists }} Magic Resist</scaleMR><br /><scaleAD>{{ totaldaisyad }} Attack Damage</scaleAD><br /><br /><recast>Recast:</recast> Manually issue orders to Daisy.",3,140_130_120,100_100_100,-1,600
40,Q,Howling Gale,"By creating a localized change in pressure and temperature, Janna is able to create a small storm that grows in size with time. She can activate the spell again to release the storm. On release this storm will fly towards the direction it was cast in, dealing damage and knocking away any enemies in its path.","Janna summons a tornado that grows stronger over {{ e6 }} seconds then blows along its path. It deals <magicDamage>{{ minimumdamage }} magic damage</magicDamage> and <status>Knocks Up</status> for {{ e4 }} seconds. The distance, damage, and <status>Knock Up</status> duration increase based on how much the tornado grew. Janna can <recast>Recast</recast> to send the tornado early.",5,12_12_12_12_12,60_70_80_90_100,-1,1700
40,W,Zephyr,Janna summons an air elemental that passively increases her Move Speed and enables her to pass through units. She may also activate this ability to deal damage and slow an enemy's Move Speed. The passive is lost while this ability is on cooldown.,"<spellPassive>Passive:</spellPassive> While this Ability is available, Janna gains <speed>{{ totalms }}% Move Speed</speed> and is Ghosted.<br /><br /><spellActive>Active:</spellActive> Janna's elemental strikes an enemy, <status>Slowing</status> them by {{ totalslow }}% for {{ e4 }} seconds, and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>.",5,8_7.5_7_6.5_6,50_60_70_80_90,-1,550
40,E,Eye Of The Storm,Janna conjures a defensive gale that shields an ally champion or turret from incoming damage and increases their Attack Damage.,"Janna grants an ally champion or turret <shield>{{ totalshield }} Shield</shield> decaying over {{ e3 }} seconds. While shielded, they gain <scaleAD>{{ totalad }} Attack Damage</scaleAD>.<br /><br />Whenever Janna <status>Slows</status> or knocks an enemy champion <status>Airborne</status>, she reduces this Ability's Cooldown by {{ ecdrefundforcc*100 }}%.",5,16_15_14_13_12,70_80_90_100_110,-1,800
40,R,Monsoon,"Janna surrounds herself in a magical storm, throwing enemies back. After the storm has settled, soothing winds heal nearby allies while the ability is active.","Janna summons a magical monsoon, <status>Knocking Back</status> nearby enemies then healing nearby allies for <healing>{{ totalheal }} Health</healing> over {{ e3 }} seconds. Moving or using an Ability ends the monsoon early.",3,150_135_120,100_100_100,-1,725
59,Q,Dragon Strike,"Jarvan IV extends his lance, dealing physical damage and lowering the Armor of enemies in its path. Additionally, this will pull Jarvan to his Demacian Standard, knocking up enemies in his path.","Jarvan extends his lance, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and removing <scaleArmor>{{ e2 }}% Armor</scaleArmor> for {{ e3 }} seconds.<br /><br />If the lance connects with <spellName>Demacian Standard</spellName>, Jarvan will pull himself to it, <status>Knocking Up</status> those in his path for 0.75 seconds.",5,10_9_8_7_6,45_50_55_60_65,-1,770
59,W,Golden Aegis,Jarvan IV calls upon the ancient kings of Demacia to shield him from harm and slow surrounding enemies.,"Jarvan summons an aegis, <status>Slowing</status> nearby enemies by {{ e2 }}% for {{ e5 }} seconds and granting him <shield>{{ totalshield }} Shield</shield> for each enemy champion hit.",5,9_9_9_9_9,30_30_30_30_30,-1,625
59,E,Demacian Standard,"Jarvan IV carries the pride of Demacia, passively granting him bonus Attack Speed. Activating Demacian Standard allows Jarvan IV to place a Demacian flag that deals magic damage on impact and grants Attack Speed to nearby allied champions.","<spellPassive>Passive:</spellPassive> Jarvan gains <attackSpeed>{{ permanentattackspeed*100 }}% Attack Speed</attackSpeed>.<br /><br /><spellActive>Active:</spellActive> Jarvan throws a standard into the ground, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> and granting allies near the standard <attackSpeed>{{ e3 }}% Attack Speed</attackSpeed> for {{ e4 }} seconds.",5,12_12_12_12_12,55_55_55_55_55,-1,860
59,R,Cataclysm,Jarvan IV heroically leaps into battle at a target with such force that he terraforms the surrounding area to create an arena around them. Nearby enemies are damaged at the moment of impact.,"Jarvan heroically leaps to an enemy Champion, dealing <physicalDamage>{{ damagecalc }} physical damage</physicalDamage> to them and surrounding enemies and creating an arena of impassable terrain around them for {{ wallduration }} seconds.<br /><br />Jarvan can <recast>Recast</recast> to collapse the terrain.",3,120_105_90,100_100_100,-1,650
24,Q,Leap Strike,"Jax leaps toward a unit. If they are an enemy, he strikes them with his weapon.","Jax leaps to a friendly or enemy unit or ward, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> if it is an enemy.",5,8_7.5_7_6.5_6,65_65_65_65_65,-1,700
24,W,Empower,"Jax charges his weapon with energy, causing his next attack to deal additional damage.","Jax charges his weapon with energy, causing his next Attack or <spellName>Leap Strike</spellName> to deal an additional <magicDamage>{{ totaldamage }} magic damage</magicDamage>.<br /><br /><rules>This Ability triggers spell effects upon dealing damage.</rules>",5,7_6_5_4_3,30_30_30_30_30,-1,300
24,E,Counter Strike,"Jax's combat prowess allows him to dodge all incoming attacks for a short duration and then quickly counterattack, stunning all surrounding enemies.","Jax enters a defensive stance for up to {{ e6 }} seconds, dodging incoming Attacks and taking {{ e3 }}% less damage from area of effect Abilities.<br /><br />After {{ e6 }} seconds or <recast>Recasting</recast>, Jax deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and <status>Stuns</status> nearby enemies for {{ e2 }} second. Deals {{ e5 }}% increased damage for each Attack Jax dodged (max: {{ e4 }}%).",5,14_12.5_11_9.5_8,50_60_70_80_90,-1,300
24,R,Grandmaster's Might,"Every third consecutive attack deals additional Magic Damage. Additionally, Jax can activate this ability to strengthen his resolve, increasing his Armor and Magic Resist for a short duration.","<spellPassive>Passive:</spellPassive> Every third Attack deals an additional <magicDamage>{{ damagecalc }} magic damage</magicDamage>.<br /><br /><spellActive>Active:</spellActive> Jax strengthens his resolve, granting him <scaleArmor>{{ armorcalc }} Armor</scaleArmor> and <scaleMR>{{ mrcalc }} Magic Resist</scaleMR> for {{ activeduration }} seconds.",3,80_80_80,100_100_100,-1,100
126,Q,To the Skies! / Shock Blast,Hammer Stance: Leaps to an enemy dealing physical damage and slowing enemies.<br><br>Cannon Stance: Fires an orb of electricity that detonates upon hitting an enemy (or reaching the end of its path) dealing physical damage to all enemies hit.,"<keywordMajor>Mercury Hammer:</keywordMajor> Jayce leaps to an enemy, dealing <physicalDamage>{{ spell.jaycetotheskies:damage }} physical damage</physicalDamage> to surrounding enemies and <status>Slowing</status> them by {{ spell.jaycetotheskies:slow*-100 }}% for {{ spell.jaycetotheskies:slowduration }} seconds.",6,16_14_12_10_8_6,40_40_40_40_40_40,-1,600
126,W,Lightning Field / Hyper Charge,"Hammer Stance: Passive: Restores Mana per strike. Active: Creates a field of lightning damaging nearby enemies for several seconds.<br><br>Cannon Stance: Gains a burst of energy, increasing Attack Speed to maximum for several attacks.",<keywordMajor>Mercury Hammer - Passive:</keywordMajor> Jayce's <keywordMajor>Hammer</keywordMajor> Attacks grant <scaleMana>{{ spell.jaycestaticfield:managain }} Mana</scaleMana>.<br /><br /><keywordMajor>Mercury Hammer - Active:</keywordMajor> Jayce creates an electric aura dealing <magicDamage>{{ spell.jaycestaticfield:damage }} magic damage</magicDamage> over {{ spell.jaycestaticfield:duration }} seconds.,6,10_10_10_10_10_10,40_40_40_40_40_40,-1,285
126,E,Thundering Blow / Acceleration Gate,"Hammer Stance: Deals magic damage to an enemy and knocks them back a short distance.<br><br>Cannon Stance: Deploys an Acceleration Gate increasing the Move Speed of all allied champions who pass through it. If Shock Blast is fired through the gate the missile speed, range, and damage will increase.","<keywordMajor>Hammer Form</keywordMajor>: Jayce swings his hammer, <status>Knocking Back</status> his target and dealing <magicDamage>{{ spell.jaycethunderingblow:flatdamage }} plus {{ spell.jaycethunderingblow:perchpdamage*100 }}% max Health magic damage</magicDamage>.",6,20_18_16_14_12_10,55_55_55_55_55_55,-1,240
126,R,Mercury Cannon / Mercury Hammer,Hammer Stance: Transforms the Mercury Hammer into the Mercury Cannon gaining new abilities and increased range. The first attack in this form reduces the target's Armor and Magic Resist.<br><br>Cannon Stance: Transforms the Mercury Cannon into the Mercury Hammer gaining new abilities and increasing Armor and Magic Resist. The first attack in this form deals additional magic damage.,"<keywordMajor>Mercury Hammer</keywordMajor>: Jayce transforms his weapon into the <keywordMajor>Mercury Cannon</keywordMajor>, gaining Attack Range and new Abilities. Jayce's next Attack removes <scaleArmor>{{ spell.jaycestancehtg:rangedformshred }} Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> for {{ spell.jaycestancehtg:shredduration }} seconds.",1,6,0,-1,600
202,Q,Dancing Grenade,Jhin launches a magical cartridge at an enemy. It can hit up to four targets and gains damage each time it kills.,Jhin launches a cartridge that deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> before bouncing to a nearby enemy that has not been hit yet.<br /><br />The cartridge can hit a maximum of {{ tooltipmaxtargetshit }} times. Enemies that die shortly after being hit increase the damage of subsequent hits by {{ percentamponkill*100 }}%.,5,7_6.5_6_5.5_5,40_45_50_55_60,-1,550
202,W,Deadly Flourish,"Jhin brandishes his cane, firing a single shot with incredible range. It pierces through minions and monsters, but stops on the first champion hit. If the target was recently struck by Jhin's allies, lotus traps, or damaged by Jhin, they are rooted.","Jhin fires a long range shot dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to the first champion hit, and <physicalDamage>{{ totaldamageofftargettooltip }} damage</physicalDamage> to other enemies along the way.<br /><br />If this skill strikes a champion that has been damaged by an allied champion within the last {{ spottingduration }} seconds, it will <status>Root</status> them for {{ rootduration }} second(s) and grant Jhin <spellName>Whisper</spellName>'s Move Speed.",5,12_12_12_12_12,50_60_70_80_90,-1,3000
202,E,Captive Audience,"Jhin places an invisible lotus trap that blooms when walked over. It slows nearby enemies before dealing damage with an explosion of serrated petals. <br><br><font color='#FFFFFF'>Beauty in Death -</font> When Jhin kills an enemy champion, a lotus trap will bloom near their corpse.","<passive>Passive:</passive> Champions Jhin kills will create and detonate a Lotus Trap at their location.<br /><br /><active>Active:</active> Jhin places an invisible Lotus Trap for {{ trapduration }} minutes that creates a zone that <status>Slows</status> by {{ trapslowamount*100 }}% when stepped on by an enemy. After {{ trapdetonationtime }} seconds, the trap detonates, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>.<br /><br />This ability has 2 charges ({{ ammorechargeratetooltip }} second refresh).",5,2_2_2_2_2,30_35_40_45_50,2,750
